param,name,side
p_72708_12_,velocityZ,-1
p_151220_0_,json,-1
p_145893_3_,y,-1
p_82688_2_,reputation,-1
p_82688_1_,playerName,-1
p_151220_1_,memberName,-1
p_76933_2_,x,-1
p_i45084_5_,srcAlphaFactor,-1
p_76933_1_,oldBiomeList,-1
p_75620_0_,entityName,-1
p_150726_1_,port,-1
p_i45084_6_,destAlphaFactor,-1
p_i1056_5_,maxValue,-1
p_74838_0_,key,-1
p_77648_9_,subY,-1
p_i45084_3_,srcColorFactor,-1
p_75620_1_,world,-1
p_i2113_1_,color,-1
p_i1056_4_,width,-1
p_150726_0_,address,-1
p_96646_1_,amount,-1
p_76933_5_,depth,-1
p_77648_8_,subX,-1
p_76933_3_,z,-1
p_92045_1_,trail,-1
p_i45084_4_,destColorFactor,-1
p_i46397_5_,unlocalizedName,-1
p_73117_1_,playerMP,-1
p_i1056_3_,y,-1
p_148268_1_,value,-1
p_76933_4_,width,-1
p_i45084_1_,separateBlend,-1
p_i2065_6_,sizeY,-1
p_i46397_4_,name,-1
p_i1056_2_,x,-1
p_111183_1_,amplifier,-1
p_98179_4_,type,-1
p_i2065_7_,sizeZ,-1
p_i45084_2_,opaque,-1
p_i46397_3_,metadata,-1
p_110545_1_,resourcePack,-1
p_i1056_1_,buttonId,-1
p_111183_2_,modifier,-1
p_76047_1_,updatedSize,-1
p_i2065_4_,z,-1
p_82712_1_,defaultValue,-1
p_70489_5_,z,-1
p_i2065_5_,sizeX,-1
p_75619_0_,entity,-1
p_82712_0_,value,-1
p_70604_1_,livingBase,-1
